,curve_idx,target,sample_type,sample_id,igi_call,cycle_no,Fn,rn,groundtruth,split,Igi_call_quant,groundtruth_target
588159,85615,RnaseP,Clinical Sample,S1088669,Positive,45,425808.53,425808.53125,1,val,1,1
588204,85624,RnaseP,Clinical Sample,S1092519,Positive,45,336603.78,336603.78125,1,val,1,1
588249,85635,RnaseP,Clinical Sample,S1096652,Positive,45,392118.4,392118.40625,1,val,1,1
588294,85641,RnaseP,Clinical Sample,S1092530,Positive,45,420950.6,420950.59375,1,train,1,1
588339,85642,RnaseP,Clinical Sample,S1096660,Positive,45,395395.22,395395.21875,1,val,1,1
588384,85643,RnaseP,Clinical Sample,S1092538,Positive,45,416918.2,416918.1875,1,train,1,1
588429,85644,RnaseP,Clinical Sample,S1096668,Positive,45,421050.5,421050.5,1,test,1,1
588474,85645,RnaseP,Clinical Sample,S1092548,Positive,45,391764.03,391764.03125,1,train,1,1
588519,85646,RnaseP,Clinical Sample,S1096675,Positive,45,449710.22,449710.21875,1,train,1,1
588564,85647,RnaseP,Clinical Sample,S1092556,Positive,45,425620.84,425620.84375,1,train,1,1
588609,85625,RnaseP,Clinical Sample,S1096683,Positive,45,439973.47,439973.46875,1,test,1,1
588654,85626,RnaseP,Clinical Sample,S1092566,Negative,45,34398.527,34398.52734375,1,val,0,1
588699,85627,RnaseP,Clinical Sample,S1096691,Positive,45,386032.66,386032.65625,1,train,1,1
588744,85628,RnaseP,Clinical Sample,S1092575,Positive,45,62185.49,62185.48828125,1,train,1,1
588789,85629,RnaseP,Clinical Sample,S1096699,Positive,45,482568.44,482568.4375,1,val,1,1
588834,85630,RnaseP,Clinical Sample,S1092584,Positive,45,413286.94,413286.9375,1,val,1,1
588879,85631,RnaseP,Clinical Sample,S1096707,Positive,45,424239.06,424239.0625,1,train,1,1
588924,85632,RnaseP,Clinical Sample,S1092592,Positive,45,399555.75,399555.75,1,train,1,1
588969,85633,RnaseP,Clinical Sample,S1096715,Positive,45,438406.1,438406.09375,1,train,1,1
589014,85634,RnaseP,Clinical Sample,S1092599,Positive,45,415055.22,415055.21875,1,train,1,1
589059,85636,RnaseP,Clinical Sample,S1096722,Positive,45,409952.16,409952.15625,1,test,1,1
589104,85637,RnaseP,Clinical Sample,S1092607,Positive,45,546214.7,546214.6875,1,test,1,1
589149,85638,RnaseP,Clinical Sample,S1096730,Positive,45,384311.8,384311.8125,1,train,1,1
589194,70288,RnaseP,Clinical Sample,S892290,Positive,45,303539.4,303539.40625,1,val,1,1
589239,70305,RnaseP,Clinical Sample,S893121,Positive,45,196592.17,196592.171875,1,val,1,1
589284,70307,RnaseP,Clinical Sample,S893104,Positive,45,321027.3,321027.3125,1,val,1,1
589329,70309,RnaseP,Clinical Sample,S893107,Positive,45,316999.62,316999.625,1,test,1,1
589374,70311,RnaseP,Clinical Sample,S892466,Positive,45,292978.75,292978.75,1,train,1,1
589419,70290,RnaseP,Clinical Sample,S892507,Positive,45,352155.72,352155.71875,1,train,1,1
589464,70292,RnaseP,Clinical Sample,S892502,Positive,45,221912.58,221912.578125,1,train,1,1
589509,70294,RnaseP,Clinical Sample,S892490,Positive,45,305352.53,305352.53125,1,test,1,1
589554,70296,RnaseP,Clinical Sample,S892483,Positive,45,281975.0,281975.0,1,test,1,1
589599,70298,RnaseP,Clinical Sample,S892486,Positive,45,300917.47,300917.46875,1,test,1,1
589644,70301,RnaseP,Clinical Sample,S892470,Positive,45,344452.06,344452.0625,1,train,1,1
589689,70303,RnaseP,Clinical Sample,S892469,Positive,45,160573.6,160573.59375,1,train,1,1
589734,70336,RnaseP,Clinical Sample,S892291,Positive,45,233524.27,233524.265625,1,val,1,1
589779,70353,RnaseP,Clinical Sample,S893120,Positive,45,206618.08,206618.078125,1,val,1,1
589824,70355,RnaseP,Clinical Sample,S893103,Positive,45,292312.97,292312.96875,1,train,1,1
589869,70357,RnaseP,Clinical Sample,S893106,Positive,45,233878.06,233878.0625,1,test,1,1
589914,70359,RnaseP,Clinical Sample,S892464,Positive,45,247306.69,247306.6875,1,test,1,1
589959,70338,RnaseP,Clinical Sample,S892493,Positive,45,278489.44,278489.4375,1,train,1,1
590004,70340,RnaseP,Clinical Sample,S893099,Positive,45,331684.2,331684.1875,1,test,1,1
590049,70342,RnaseP,Clinical Sample,S892459,Positive,45,334960.56,334960.5625,1,val,1,1
590094,70344,RnaseP,Clinical Sample,S893123,Negative,45,28693.307,28693.306640625,1,val,0,1
590139,70346,RnaseP,Clinical Sample,S892485,Positive,45,318699.44,318699.4375,1,train,1,1
590184,70349,RnaseP,Clinical Sample,S892472,Positive,45,278026.84,278026.84375,1,train,1,1
590229,70351,RnaseP,Clinical Sample,S892467,Positive,45,265320.34,265320.34375,1,test,1,1
590274,70384,RnaseP,Clinical Sample,S892292,Positive,45,175066.84,175066.84375,1,train,1,1
590319,70401,RnaseP,Clinical Sample,S893119,Positive,45,248580.48,248580.484375,1,val,1,1
590364,70403,RnaseP,Clinical Sample,S893101,Positive,45,266968.06,266968.0625,1,test,1,1
590409,70405,RnaseP,Clinical Sample,S893118,Positive,45,217593.72,217593.71875,1,test,1,1
590454,70407,RnaseP,Clinical Sample,S892463,Positive,45,210684.4,210684.40625,1,val,1,1
590499,70386,RnaseP,Clinical Sample,S893092,Positive,45,228585.66,228585.65625,1,test,1,1
590544,70388,RnaseP,Clinical Sample,S893098,Positive,45,230411.14,230411.140625,1,train,1,1
590589,70390,RnaseP,Clinical Sample,S892458,Positive,45,197643.4,197643.40625,1,train,1,1
590634,70392,RnaseP,Clinical Sample,S893124,Positive,45,196626.39,196626.390625,1,train,1,1
590679,70394,RnaseP,Clinical Sample,S892473,Positive,45,166059.62,166059.625,1,train,1,1
590724,70397,RnaseP,Clinical Sample,S892468,Positive,45,393892.28,393892.28125,1,test,1,1
590769,70399,RnaseP,Clinical Sample,S893111,Positive,45,525782.3,525782.3125,1,test,1,1
590814,70432,RnaseP,Clinical Sample,S892293,Positive,45,139758.39,139758.390625,1,train,1,1
590859,70449,RnaseP,Clinical Sample,S893115,Positive,45,245346.6,245346.59375,1,train,1,1
590904,70451,RnaseP,Clinical Sample,S893100,Positive,45,205159.06,205159.0625,1,test,1,1
590949,70455,RnaseP,Clinical Sample,S892481,Positive,45,277977.8,277977.8125,1,train,1,1
590994,70434,RnaseP,Clinical Sample,S892492,Positive,45,187498.69,187498.6875,1,train,1,1
591039,70436,RnaseP,Clinical Sample,S893097,Positive,45,283021.66,283021.65625,1,test,1,1
591084,70438,RnaseP,Clinical Sample,S892461,Positive,45,287346.34,287346.34375,1,test,1,1
591129,70440,RnaseP,Clinical Sample,S893125,Negative,45,26275.844,26275.84375,1,test,0,1
591174,70442,RnaseP,Clinical Sample,S892480,Positive,45,232714.06,232714.0625,1,train,1,1
591219,70445,RnaseP,Clinical Sample,S892462,Positive,45,75302.96,75302.9609375,1,val,1,1
591264,70447,RnaseP,Clinical Sample,S893102,Positive,45,192695.78,192695.78125,1,test,1,1
591309,70480,RnaseP,Clinical Sample,S892294,Positive,45,194955.56,194955.5625,1,val,1,1
591354,70497,RnaseP,Clinical Sample,S893114,Positive,45,115430.98,115430.9765625,1,val,1,1
591399,70499,RnaseP,Clinical Sample,S893095,Positive,45,107019.63,107019.6328125,1,test,1,1
591444,70501,RnaseP,Clinical Sample,S893117,Positive,45,322110.3,322110.3125,1,train,1,1
591489,70503,RnaseP,Clinical Sample,S892487,Positive,45,306939.03,306939.03125,1,test,1,1
591534,70482,RnaseP,Clinical Sample,S892506,Positive,45,203089.34,203089.34375,1,val,1,1
591579,70484,RnaseP,Clinical Sample,S893096,Positive,45,188470.0,188470.0,1,val,1,1
591624,70486,RnaseP,Clinical Sample,S892471,Positive,45,165568.67,165568.671875,1,test,1,1
591669,70488,RnaseP,Clinical Sample,S892501,Positive,45,109643.08,109643.078125,1,train,1,1
591714,70490,RnaseP,Clinical Sample,S892479,Positive,45,141048.31,141048.3125,1,train,1,1
591759,70493,RnaseP,Clinical Sample,S892499,Positive,45,291529.34,291529.34375,1,train,1,1
591804,70495,RnaseP,Clinical Sample,S892465,Positive,45,282831.7,282831.6875,1,test,1,1
591849,70528,RnaseP,Clinical Sample,S892295,Positive,45,69722.12,69722.1171875,1,train,1,1
591894,70545,RnaseP,Clinical Sample,S893113,Positive,45,62361.062,62361.0625,1,train,1,1
591939,70547,RnaseP,Clinical Sample,S893110,Positive,45,88931.555,88931.5546875,1,val,1,1
591984,70549,RnaseP,Clinical Sample,S893116,Positive,45,181782.64,181782.640625,1,train,1,1
592029,70551,RnaseP,Clinical Sample,S892484,Positive,45,99773.305,99773.3046875,1,test,1,1
592074,70530,RnaseP,Clinical Sample,S892505,Positive,45,140085.36,140085.359375,1,val,1,1
592119,70532,RnaseP,Clinical Sample,S892476,Positive,45,123208.88,123208.8828125,1,train,1,1
592164,70534,RnaseP,Clinical Sample,S892494,Positive,45,188080.44,188080.4375,1,train,1,1
592209,70536,RnaseP,Clinical Sample,S892500,Positive,45,131370.38,131370.375,1,val,1,1
592254,70538,RnaseP,Clinical Sample,S892478,Positive,45,168913.33,168913.328125,1,train,1,1
592299,70541,RnaseP,Clinical Sample,S892489,Positive,45,204842.98,204842.984375,1,test,1,1
592344,70576,RnaseP,Clinical Sample,S892296,Positive,45,41546.12,41546.12109375,1,val,1,1
592389,70593,RnaseP,Clinical Sample,S893112,Negative,45,35885.156,35885.15625,1,test,0,1
592434,70595,RnaseP,Clinical Sample,S893109,Positive,45,47569.688,47569.6875,1,test,1,1
592479,70597,RnaseP,Clinical Sample,S893094,Negative,45,39318.277,39318.27734375,1,train,0,1
592524,70599,RnaseP,Clinical Sample,S892497,Positive,45,80504.13,80504.1328125,1,train,1,1
592569,70578,RnaseP,Clinical Sample,S892504,Positive,45,106900.68,106900.6796875,1,test,1,1
592614,70580,RnaseP,Clinical Sample,S892477,Positive,45,70254.27,70254.2734375,1,train,1,1
592659,70582,RnaseP,Clinical Sample,S892496,Positive,45,163586.62,163586.625,1,test,1,1
592704,70584,RnaseP,Clinical Sample,S892498,Positive,45,217385.34,217385.34375,1,val,1,1
592749,70589,RnaseP,Clinical Sample,S892491,Positive,45,156684.06,156684.0625,1,train,1,1
592794,70624,RnaseP,Clinical Sample,S893122,Positive,45,68604.61,68604.609375,1,train,1,1
592839,70641,RnaseP,Clinical Sample,S893105,Positive,45,44022.55,44022.55078125,1,train,1,1
592884,70643,RnaseP,Clinical Sample,S893108,Positive,45,66430.5,66430.5,1,train,1,1
592929,70645,RnaseP,Clinical Sample,S893093,Positive,45,223528.72,223528.71875,1,train,1,1
592974,70647,RnaseP,Clinical Sample,S892495,Positive,45,75322.9,75322.8984375,1,test,1,1
593019,70626,RnaseP,Clinical Sample,S892503,Positive,45,85170.055,85170.0546875,1,val,1,1
593064,70628,RnaseP,Clinical Sample,S892475,Positive,45,58433.977,58433.9765625,1,train,1,1
593109,70630,RnaseP,Clinical Sample,S892482,Positive,45,65820.016,65820.015625,1,test,1,1
593154,70632,RnaseP,Clinical Sample,S892488,Positive,45,68079.11,68079.109375,1,val,1,1
593199,70634,RnaseP,Clinical Sample,S892460,Positive,45,108287.53,108287.53125,1,test,1,1
593244,70637,RnaseP,Clinical Sample,S892474,Positive,45,42906.75,42906.75,1,train,1,1
593289,70639,RnaseP,Clinical Sample,S893126,Positive,45,113413.56,113413.5625,1,train,1,1
593329,42608,MS2,Clinical Sample,S135288,Negative,40,378483.16,378483.15625,1,train,0,1
593369,42625,MS2,Clinical Sample,S135341,Negative,40,270896.94,270896.9375,1,test,0,1
593409,42627,MS2,Clinical Sample,S138094,Positive,40,301120.34,301120.34375,1,val,1,1
593449,42629,MS2,Clinical Sample,S138099,Negative,40,304022.0,304022.0,1,test,0,1
593489,42631,MS2,Clinical Sample,S138088,Positive,40,286224.3,286224.3125,1,test,1,1
593529,42610,MS2,Clinical Sample,S138086,Negative,40,326668.28,326668.28125,1,test,0,1
593569,42612,MS2,Clinical Sample,S138093,Negative,40,311003.62,311003.625,1,train,0,1
593609,42632,MS2,Clinical Sample,S138113,Negative,40,291270.3,291270.3125,1,train,0,1
593649,42649,MS2,Clinical Sample,S135523,Negative,40,301991.53,301991.53125,1,train,0,1
593689,42651,MS2,Clinical Sample,S138116,Negative,40,305423.1,305423.09375,1,train,0,1
593729,42653,MS2,Clinical Sample,S138111,Negative,40,324957.97,324957.96875,1,train,0,1
593769,42655,MS2,Clinical Sample,S138124,Negative,40,304585.34,304585.34375,1,test,0,1
593809,42634,MS2,Clinical Sample,S138096,Negative,40,307067.0,307067.0,1,val,0,1
593849,42636,MS2,Clinical Sample,S138107,Negative,40,292775.28,292775.28125,1,train,0,1
593889,42638,MS2,Clinical Sample,S138109,Negative,40,319009.03,319009.03125,1,train,0,1
593929,42656,MS2,Clinical Sample,S135247,Negative,40,286980.72,286980.71875,1,train,0,1
593969,42673,MS2,Clinical Sample,S138095,Negative,40,291757.88,291757.875,1,train,0,1
594009,42675,MS2,Clinical Sample,S138115,Positive,40,287037.8,287037.8125,1,val,1,1
594049,42677,MS2,Clinical Sample,S138123,Positive,40,305079.88,305079.875,1,train,1,1
594089,42679,MS2,Clinical Sample,S138100,Negative,40,292577.8,292577.8125,1,test,0,1
594129,42658,MS2,Clinical Sample,S138120,Positive,40,296763.1,296763.09375,1,train,1,1
594169,42660,MS2,Clinical Sample,S138102,Positive,40,324949.5,324949.5,1,train,1,1
594209,42680,MS2,Clinical Sample,S138092,Negative,40,326341.88,326341.875,1,train,0,1
594249,42697,MS2,Clinical Sample,S138091,Negative,40,274546.44,274546.4375,1,val,0,1
594289,42699,MS2,Clinical Sample,S138119,Negative,40,299726.22,299726.21875,1,test,0,1
594329,42703,MS2,Clinical Sample,S138083,Negative,40,284714.16,284714.15625,1,train,0,1
594369,42682,MS2,Clinical Sample,S138087,Negative,40,300747.53,300747.53125,1,train,0,1
594409,42706,MS2,Clinical Sample,S135333,Negative,40,366434.6,366434.59375,1,test,0,1
594449,42723,MS2,Clinical Sample,S138084,Positive,40,293265.6,293265.59375,1,train,1,1
594489,42725,MS2,Clinical Sample,S138118,Positive,40,273939.22,273939.21875,1,test,1,1
594529,42727,MS2,Clinical Sample,S138101,Negative,40,282087.06,282087.0625,1,train,0,1
594569,42729,MS2,Clinical Sample,S138125,Negative,40,279048.25,279048.25,1,train,0,1
594609,42708,MS2,Clinical Sample,S138098,Positive,40,310606.84,310606.84375,1,test,1,1
594649,42710,MS2,Clinical Sample,S138106,Positive,40,281625.16,281625.15625,1,test,1,1
594689,42730,MS2,Clinical Sample,S135261,Negative,40,341790.44,341790.4375,1,train,0,1
594729,42747,MS2,Clinical Sample,S138089,Negative,40,295584.5,295584.5,1,train,0,1
594769,42749,MS2,Clinical Sample,S138081,Negative,40,299602.03,299602.03125,1,train,0,1
594809,42751,MS2,Clinical Sample,S138103,Negative,40,301599.66,301599.65625,1,test,0,1
594849,42753,MS2,Clinical Sample,S138097,Negative,40,307479.62,307479.625,1,test,0,1
594889,42732,MS2,Clinical Sample,S138112,Negative,40,300176.72,300176.71875,1,val,0,1
594929,42734,MS2,Clinical Sample,S138078,Negative,40,310487.66,310487.65625,1,train,0,1
594969,42754,MS2,Clinical Sample,S138104,Negative,40,312553.8,312553.8125,1,train,0,1
595009,42771,MS2,Clinical Sample,S138080,Negative,40,531669.8,531669.8125,1,test,0,1
595049,42773,MS2,Clinical Sample,S138090,Negative,40,280222.84,280222.84375,1,train,0,1
595089,42775,MS2,Clinical Sample,S138085,Negative,40,293949.3,293949.3125,1,train,0,1
595129,42777,MS2,Clinical Sample,S138121,Negative,40,281050.56,281050.5625,1,test,0,1
595169,42756,MS2,Clinical Sample,S138082,Negative,40,283579.72,283579.71875,1,val,0,1
595209,42758,MS2,Clinical Sample,S138110,Positive,40,288063.38,288063.375,1,train,1,1
595249,42780,MS2,Clinical Sample,S134810,Negative,40,242894.0,242894.0,1,train,0,1
595289,42797,MS2,Clinical Sample,S138114,Negative,40,259471.75,259471.75,1,train,0,1
595329,42799,MS2,Clinical Sample,S138122,Negative,40,285441.3,285441.3125,1,train,0,1
595369,42801,MS2,Clinical Sample,S138117,Negative,40,287273.53,287273.53125,1,train,0,1
595409,42803,MS2,Clinical Sample,S138079,Negative,40,303679.62,303679.625,1,val,0,1
595449,42782,MS2,Clinical Sample,S138108,Negative,40,410187.75,410187.75,1,val,0,1
595489,42784,MS2,Clinical Sample,S138105,Negative,40,294630.03,294630.03125,1,train,0,1
595529,40288,MS2,Clinical Sample,S080576,Positive,40,334377.12,334377.125,1,train,1,1
595569,40305,MS2,Clinical Sample,S142020,Negative,40,214676.1,214676.09375,1,train,0,1
595609,40307,MS2,Clinical Sample,S142028,Positive,40,345743.12,345743.125,1,train,1,1
595649,40312,MS2,Clinical Sample,S140287,Positive,40,505298.12,505298.125,1,test,1,1
595689,40329,MS2,Clinical Sample,S142021,Positive,40,264936.66,264936.65625,1,test,1,1
595729,40336,MS2,Clinical Sample,S140114,Positive,40,366984.3,366984.3125,1,train,1,1
595769,40353,MS2,Clinical Sample,S142022,Positive,40,334042.78,334042.78125,1,val,1,1
595809,40360,MS2,Clinical Sample,S140098,Positive,40,467474.0,467474.0,1,test,1,1
595849,40377,MS2,Clinical Sample,S142023,Positive,40,357689.06,357689.0625,1,train,1,1
595889,40379,MS2,Clinical Sample,S142029,Positive,40,354862.44,354862.4375,1,test,1,1
595929,40386,MS2,Clinical Sample,S140099,Positive,40,405811.84,405811.84375,1,test,1,1
595969,40403,MS2,Clinical Sample,S142024,Positive,40,246946.78,246946.78125,1,train,1,1
596009,40405,MS2,Clinical Sample,S142030,Positive,40,332404.75,332404.75,1,train,1,1
596049,40410,MS2,Clinical Sample,S140084,Positive,40,273240.12,273240.125,1,train,1,1
596089,40427,MS2,Clinical Sample,S142025,Positive,40,266020.0,266020.0,1,train,1,1
596129,40429,MS2,Clinical Sample,S142031,Positive,40,241025.34,241025.34375,1,test,1,1
596169,40434,MS2,Clinical Sample,S142018,Positive,40,278915.9,278915.90625,1,train,1,1
596209,40451,MS2,Clinical Sample,S142026,Negative,40,219092.92,219092.921875,1,val,0,1
596249,40453,MS2,Clinical Sample,S142032,Positive,40,266586.9,266586.90625,1,test,1,1
596289,40460,MS2,Clinical Sample,S142019,Positive,40,279954.4,279954.40625,1,train,1,1
596329,40477,MS2,Clinical Sample,S142027,Positive,40,336246.88,336246.875,1,train,1,1
596369,40479,MS2,Clinical Sample,S142033,Positive,40,312613.53,312613.53125,1,train,1,1
596409,129440,MS2,Clinical Sample,S123683,Positive,40,348193.84,348193.84375,1,test,1,1
596449,129451,MS2,Clinical Sample,S123922,Positive,40,347800.56,347800.5625,1,train,1,1
596489,129457,MS2,Clinical Sample,S123707,Positive,40,339189.78,339189.78125,1,test,1,1
596529,129458,MS2,Clinical Sample,S123950,Positive,40,334035.3,334035.3125,1,train,1,1
596569,129459,MS2,Clinical Sample,S123719,Positive,40,407437.6,407437.59375,1,val,1,1
596609,129460,MS2,Clinical Sample,S122497,Positive,40,326715.6,326715.59375,1,train,1,1
596649,129461,MS2,Clinical Sample,S123567,Positive,40,370693.94,370693.9375,1,val,1,1
596689,129462,MS2,Clinical Sample,S123549,Positive,40,336875.4,336875.40625,1,train,1,1
596729,129463,MS2,Clinical Sample,S123610,Positive,40,343762.16,343762.15625,1,val,1,1
596769,129441,MS2,Clinical Sample,S123915,Positive,40,317702.12,317702.125,1,train,1,1
596809,129442,MS2,Clinical Sample,S123574,Positive,40,381831.62,381831.625,1,train,1,1
596849,129443,MS2,Clinical Sample,S123914,Positive,40,355554.1,355554.09375,1,train,1,1
596889,129444,MS2,Clinical Sample,S123731,Positive,40,419953.1,419953.09375,1,train,1,1
596929,129446,MS2,Clinical Sample,S123734,Positive,40,366214.9,366214.90625,1,train,1,1
596969,129448,MS2,Clinical Sample,S123565,Positive,40,381865.22,381865.21875,1,train,1,1
597009,129449,MS2,Clinical Sample,S123946,Positive,40,371011.25,371011.25,1,test,1,1
597049,129450,MS2,Clinical Sample,S123664,Positive,40,339581.16,339581.15625,1,train,1,1
597089,129452,MS2,Clinical Sample,S123902,Positive,40,366002.0,366002.0,1,train,1,1
597129,129453,MS2,Clinical Sample,S123602,Positive,40,358845.25,358845.25,1,val,1,1
597169,129454,MS2,Clinical Sample,S118851,Positive,40,352006.38,352006.375,1,train,1,1
597209,129455,MS2,Clinical Sample,S123646,Positive,40,349351.34,349351.34375,1,val,1,1
597249,129464,MS2,Clinical Sample,S123672,Positive,40,401557.03,401557.03125,1,train,1,1
597289,129475,MS2,Clinical Sample,S123938,Positive,40,323382.06,323382.0625,1,train,1,1
597329,129481,MS2,Clinical Sample,S123693,Positive,40,330222.16,330222.15625,1,train,1,1
597369,129482,MS2,Clinical Sample,S123948,Positive,40,356096.06,356096.0625,1,val,1,1
597409,129483,MS2,Clinical Sample,S123717,Positive,40,334784.34,334784.34375,1,train,1,1
597449,129484,MS2,Clinical Sample,S123904,Positive,40,347551.47,347551.46875,1,train,1,1
597489,129485,MS2,Clinical Sample,S123566,Positive,40,364787.53,364787.53125,1,test,1,1
597529,129486,MS2,Clinical Sample,S123898,Positive,40,337737.78,337737.78125,1,train,1,1
597569,129487,MS2,Clinical Sample,S123570,Positive,40,319805.47,319805.46875,1,test,1,1
597609,129465,MS2,Clinical Sample,S123931,Negative,40,300297.1,300297.09375,1,train,0,1
597649,129466,MS2,Clinical Sample,S123572,Positive,40,366185.34,366185.34375,1,train,1,1
597689,129467,MS2,Clinical Sample,S123933,Positive,40,353585.34,353585.34375,1,val,1,1
597729,129468,MS2,Clinical Sample,S123729,Positive,40,332116.4,332116.40625,1,test,1,1
597769,129469,MS2,Clinical Sample,S123945,Positive,40,376170.25,376170.25,1,train,1,1
597809,129470,MS2,Clinical Sample,S123735,Positive,40,344024.84,344024.84375,1,train,1,1
597849,129471,MS2,Clinical Sample,S123927,Positive,40,340415.8,340415.8125,1,train,1,1
597889,129472,MS2,Clinical Sample,S123564,Positive,40,366362.6,366362.59375,1,train,1,1
597929,129473,MS2,Clinical Sample,S123954,Positive,40,383269.72,383269.71875,1,train,1,1
597969,129474,MS2,Clinical Sample,S123659,Positive,40,390128.72,390128.71875,1,val,1,1
598009,129476,MS2,Clinical Sample,S123937,Positive,40,361797.75,361797.75,1,train,1,1
598049,129477,MS2,Clinical Sample,S123593,Positive,40,336270.84,336270.84375,1,train,1,1
598089,129479,MS2,Clinical Sample,S123636,Positive,40,371100.47,371100.46875,1,train,1,1
598129,129488,MS2,Clinical Sample,S123682,Positive,40,323215.72,323215.71875,1,train,1,1
598169,129499,MS2,Clinical Sample,S118668,Positive,40,308257.9,308257.90625,1,val,1,1
598209,129505,MS2,Clinical Sample,S123705,Positive,40,375508.8,375508.8125,1,test,1,1
598249,129506,MS2,Clinical Sample,S123921,Positive,40,347323.0,347323.0,1,train,1,1
598289,129507,MS2,Clinical Sample,S123715,Negative,40,297841.78,297841.78125,1,val,0,1
598329,129508,MS2,Clinical Sample,S118743,Positive,40,310923.6,310923.59375,1,test,1,1
598369,129509,MS2,Clinical Sample,S123597,Positive,40,342773.12,342773.125,1,train,1,1
598409,129510,MS2,Clinical Sample,S123926,Positive,40,342007.53,342007.53125,1,train,1,1
598449,129511,MS2,Clinical Sample,S123568,Positive,40,333493.78,333493.78125,1,train,1,1
598489,129489,MS2,Clinical Sample,S123957,Positive,40,309368.4,309368.40625,1,test,1,1
598529,129490,MS2,Clinical Sample,S123630,Positive,40,350039.66,350039.65625,1,train,1,1
598569,129491,MS2,Clinical Sample,S123913,Positive,40,438332.0,438332.0,1,test,1,1
598609,129492,MS2,Clinical Sample,S123727,Positive,40,369319.1,369319.09375,1,train,1,1
598649,129493,MS2,Clinical Sample,S123925,Positive,40,334660.06,334660.0625,1,test,1,1
598689,129494,MS2,Clinical Sample,S123745,Positive,40,423608.12,423608.125,1,train,1,1
598729,129495,MS2,Clinical Sample,S123952,Positive,40,332800.3,332800.3125,1,val,1,1
598769,129496,MS2,Clinical Sample,S123563,Positive,40,385848.1,385848.09375,1,train,1,1
598809,129497,MS2,Clinical Sample,S123947,Positive,40,558460.8,558460.8125,1,test,1,1
598849,129498,MS2,Clinical Sample,S123584,Positive,40,361636.88,361636.875,1,val,1,1
598889,129500,MS2,Clinical Sample,S123953,Positive,40,313399.56,313399.5625,1,train,1,1
598929,129501,MS2,Clinical Sample,S123650,Positive,40,362695.78,362695.78125,1,train,1,1
598969,129503,MS2,Clinical Sample,S123629,Positive,40,297397.25,297397.25,1,test,1,1
599009,129512,MS2,Clinical Sample,S123671,Positive,40,337932.06,337932.0625,1,train,1,1
599049,129523,MS2,Clinical Sample,S123908,Positive,40,364356.53,364356.53125,1,test,1,1
599089,129529,MS2,Clinical Sample,S123691,Positive,40,389981.06,389981.0625,1,test,1,1
599129,129530,MS2,Clinical Sample,S123907,Positive,40,345640.94,345640.9375,1,train,1,1
599169,129531,MS2,Clinical Sample,S123713,Positive,40,357883.3,357883.3125,1,val,1,1
599209,129532,MS2,Clinical Sample,S123548,Positive,40,332866.1,332866.09375,1,train,1,1
599249,129513,MS2,Clinical Sample,S123934,Positive,40,381998.7,381998.6875,1,train,1,1
599289,129514,MS2,Clinical Sample,S123611,Positive,40,377105.6,377105.59375,1,val,1,1
599329,129515,MS2,Clinical Sample,S123940,Positive,40,334369.56,334369.5625,1,test,1,1
599369,129516,MS2,Clinical Sample,S123725,Positive,40,397735.8,397735.8125,1,train,1,1
599409,129517,MS2,Clinical Sample,S123944,Positive,40,327560.6,327560.59375,1,test,1,1
599449,129518,MS2,Clinical Sample,S123740,Positive,40,326363.25,326363.25,1,val,1,1
599489,129519,MS2,Clinical Sample,S123935,Positive,40,317192.16,317192.15625,1,test,1,1
599529,129520,MS2,Clinical Sample,S123562,Positive,40,345220.9,345220.90625,1,val,1,1
599569,129521,MS2,Clinical Sample,S123918,Negative,40,345225.5,345225.5,1,train,0,1
599609,129522,MS2,Clinical Sample,S123575,Positive,40,321113.25,321113.25,1,test,1,1
599649,129524,MS2,Clinical Sample,S123939,Negative,40,277484.22,277484.21875,1,test,0,1
599689,129525,MS2,Clinical Sample,S123648,Positive,40,326707.88,326707.875,1,train,1,1
599729,129527,MS2,Clinical Sample,S123656,Positive,40,364484.97,364484.96875,1,test,1,1
599769,129538,MS2,Clinical Sample,S123669,Positive,40,404082.6,404082.59375,1,train,1,1
599809,129549,MS2,Clinical Sample,S123961,Positive,40,320747.03,320747.03125,1,val,1,1
599849,129555,MS2,Clinical Sample,S123689,Positive,40,348028.72,348028.71875,1,train,1,1
599889,129556,MS2,Clinical Sample,S123942,Positive,40,313914.56,313914.5625,1,val,1,1
599929,129557,MS2,Clinical Sample,S123711,Positive,40,334171.28,334171.28125,1,train,1,1
599969,129558,MS2,Clinical Sample,S123547,Positive,40,344389.34,344389.34375,1,train,1,1
600009,129559,MS2,Clinical Sample,S123587,Positive,40,355477.12,355477.125,1,train,1,1
600049,129560,MS2,Clinical Sample,S123917,Positive,40,317079.94,317079.9375,1,val,1,1
600089,129561,MS2,Clinical Sample,S123599,Positive,40,327976.7,327976.6875,1,train,1,1
600129,129539,MS2,Clinical Sample,S123958,Negative,40,343838.62,343838.625,1,test,0,1
600169,129540,MS2,Clinical Sample,S123601,Positive,40,329358.22,329358.21875,1,train,1,1
600209,129541,MS2,Clinical Sample,S123911,Positive,40,313979.66,313979.65625,1,test,1,1
600249,129542,MS2,Clinical Sample,S123739,Positive,40,328121.06,328121.0625,1,test,1,1
600289,129543,MS2,Clinical Sample,S123924,Positive,40,320104.2,320104.1875,1,test,1,1
600329,129544,MS2,Clinical Sample,S123743,Positive,40,327162.44,327162.4375,1,test,1,1
